Symbiodinium52236	K00738
Symbiodinium49287	K01918
Symbiodinium30139	K03237
Symbiodinium24247	K05863
Symbiodinium9588	K16726
Symbiodinium46009	K22757
Symbiodinium7965	K11749
Symbiodinium33125	K19759
Symbiodinium20064	K01069
Symbiodinium29354	K01176
Symbiodinium34011	K25639
Symbiodinium9508	K22763
Symbiodinium29095	K05665
Symbiodinium36553	K09540
Symbiodinium11665	K20353
Symbiodinium33936	K02183
Symbiodinium26469	K01265
Symbiodinium40039	K06654
Symbiodinium9532	K01148
Symbiodinium46327	K06252
Symbiodinium22227	K01201
Symbiodinium32045	K03130
Symbiodinium13711	K21440
Symbiodinium22892	K24512
Symbiodinium8412	K07877
Symbiodinium10739	K17710
Symbiodinium32898	K02831
Symbiodinium21170	K01528
Symbiodinium47591	K00872
Symbiodinium46435	K00613
Symbiodinium29705	K14811
Symbiodinium32288	K12132
Symbiodinium37670	K01870
Symbiodinium49558	K01491
Symbiodinium31652	K26223
Symbiodinium32993	K15731
Symbiodinium48275	K16055
Symbiodinium14196	K10595
Symbiodinium44809	K10523
Symbiodinium54166	K15106
Symbiodinium48161	K16675
Symbiodinium33184	K02293
Symbiodinium26690	K01802
Symbiodinium33280	K00826
Symbiodinium27976	K13025
Symbiodinium31927	K15014
Symbiodinium40788	K03686
Symbiodinium22787	K11152
Symbiodinium17235	K00318
Symbiodinium24533	K13420
Symbiodinium16690	K20899
Symbiodinium30373	K01076
Symbiodinium37140	K12818
Symbiodinium37905	K12737
Symbiodinium10482	K10582
Symbiodinium39536	K10380
Symbiodinium14958	K13412
Symbiodinium40406	K01692
Symbiodinium27236	K13447
Symbiodinium52443	K17278
Symbiodinium27071	K10408
Symbiodinium15901	K12231
Symbiodinium49791	K20498
Symbiodinium13074	K16675
Symbiodinium33088	K03522
Symbiodinium41993	K20175
Symbiodinium11270	K24764
Symbiodinium51281	K20308
Symbiodinium43269	K01626
Symbiodinium44968	K12442
Symbiodinium36058	K13102
Symbiodinium11367	K02912
Symbiodinium20587	K00464
Symbiodinium40364	K14559
Symbiodinium7305	K16675
Symbiodinium42995	K11594
Symbiodinium47113	K16219
Symbiodinium19189	K12850
Symbiodinium55816	K01634
Symbiodinium15806	K12598
Symbiodinium31502	K02321
Symbiodinium21651	K03695
Symbiodinium7224	K24729
Symbiodinium29734	K14005
Symbiodinium51145	K10251
Symbiodinium7445	K03362
Symbiodinium39107	K24992
Symbiodinium49629	K12876
Symbiodinium44205	K10688
Symbiodinium8792	K11323
Symbiodinium42938	K14844
Symbiodinium52203	K23953
Symbiodinium6675	K02892
Symbiodinium31257	K21989
Symbiodinium55466	K22684
Symbiodinium13447	K03424
Symbiodinium21201	K08900
Symbiodinium29559	K17508
Symbiodinium48331	K26157
Symbiodinium29195	K00088
Symbiodinium9400	K06158
Symbiodinium43579	K17943
Symbiodinium22275	K14963
Symbiodinium40755	K08176
Symbiodinium51215	K16606
Symbiodinium42090	K12132
Symbiodinium37272	K26392
Symbiodinium19170	K14779
Symbiodinium22082	K08869
Symbiodinium25078	K08582
Symbiodinium27623	K01365
Symbiodinium29510	K03321
Symbiodinium5777	K13806
Symbiodinium35469	K04373
Symbiodinium5139	K22857
Symbiodinium13552	K10380
Symbiodinium46362	K09571
Symbiodinium29250	K19942
Symbiodinium681	K09668
Symbiodinium40810	K19225
Symbiodinium7339	K16726
Symbiodinium47062	K06130
Symbiodinium44230	K13755
Symbiodinium7497	K00898
Symbiodinium51892	K26544
Symbiodinium30703	K06269
Symbiodinium58873	K08624
Symbiodinium29675	K03028
Symbiodinium55645	K10420
Symbiodinium37893	K11170
Symbiodinium12932	K03246
Symbiodinium5735	K18059
Symbiodinium46874	K08193
Symbiodinium38409	K17914
Symbiodinium53899	K15280
Symbiodinium37252	K11323
Symbiodinium49070	K14415
Symbiodinium52249	K08292
Symbiodinium39812	K24543
Symbiodinium34838	K15276
Symbiodinium8102	K24205
Symbiodinium32851	K15382
Symbiodinium37116	K03106
Symbiodinium21707	K13619
Symbiodinium42654	K15706
Symbiodinium24265	K06180
Symbiodinium27567	K03768
Symbiodinium12672	K02357
Symbiodinium10681	K01195
Symbiodinium19492	K00700
Symbiodinium47706	K15503
Symbiodinium37782	K13412
Symbiodinium39582	K02183
Symbiodinium61200	K20235
Symbiodinium44950	K05010
Symbiodinium36219	K04460
Symbiodinium36542	K00613
Symbiodinium14121	K15397
Symbiodinium10840	K06180
Symbiodinium16956	K00079
Symbiodinium52668	K09510
Symbiodinium32418	K01724
Symbiodinium39770	K16726
Symbiodinium53566	K10397
Symbiodinium17333	K19329
Symbiodinium51999	K01139
Symbiodinium2571	K15655
Symbiodinium47057	K01598
Symbiodinium57029	K00898
Symbiodinium32468	K04711
Symbiodinium48969	K04461
Symbiodinium8821	K05389
Symbiodinium52293	K10380
Symbiodinium41079	K14501
Symbiodinium25687	K21200
Symbiodinium18424	K00771
Symbiodinium12560	K03250
Symbiodinium38451	K05275
Symbiodinium23042	K09514
Symbiodinium11308	K25656
Symbiodinium19331	K16602
Symbiodinium13655	K03327
Symbiodinium34687	K00615
Symbiodinium6023	K02471
Symbiodinium29565	K00387
Symbiodinium26675	K21440
Symbiodinium26700	K07874
Symbiodinium26685	K05692
Symbiodinium52524	K03320
Symbiodinium49744	K15692
Symbiodinium46582	K10396
Symbiodinium32148	K00665
Symbiodinium4228	K03234
Symbiodinium24991	K03686
Symbiodinium6948	K07126
Symbiodinium5426	K11412
Symbiodinium27309	K02693
Symbiodinium8540	K00856
Symbiodinium33047	K02518
Symbiodinium52623	K08311
Symbiodinium26766	K04043
Symbiodinium8814	K10844
Symbiodinium5495	K10380
Symbiodinium36615	K19306
Symbiodinium44800	K15639
Symbiodinium22009	K17822
Symbiodinium31368	K03320
Symbiodinium18551	K10614
Symbiodinium30609	K10408
Symbiodinium31680	K14855
Symbiodinium9109	K22390
Symbiodinium27424	K03386
Symbiodinium42051	K10027
Symbiodinium31430	K01236
Symbiodinium37731	K01913
Symbiodinium35552	K05546
Symbiodinium17203	K00699
Symbiodinium41561	K17535
Symbiodinium7726	K25896
Symbiodinium48693	K12397
Symbiodinium29859	K08272
Symbiodinium21711	K22615
Symbiodinium27323	K11097
Symbiodinium52371	K04794
Symbiodinium41651	K14079
Symbiodinium46919	K24166
Symbiodinium8125	K00253
Symbiodinium53844	K14430
Symbiodinium27457	K02908
Symbiodinium27402	K01697
Symbiodinium2278	K02883
Symbiodinium10451	K15503
Symbiodinium9278	K01456
Symbiodinium42778	K24917
Symbiodinium40781	K13648
Symbiodinium42528	K00933
Symbiodinium11020	K19041
Symbiodinium45258	K04771
Symbiodinium26256	K10349
Symbiodinium32337	K13095
Symbiodinium42553	K13830
Symbiodinium40100	K12042
Symbiodinium22704	K06180
Symbiodinium10251	K02868
Symbiodinium31072	K19765
Symbiodinium47717	K10357
Symbiodinium22453	K16914
Symbiodinium19767	K06927
Symbiodinium50473	K21437
Symbiodinium12627	K15502
Symbiodinium47745	K12472
Symbiodinium9398	K03686
Symbiodinium49611	K01202
Symbiodinium27998	K02155
Symbiodinium54317	K06130
Symbiodinium11440	K21440
Symbiodinium41673	K15377
Symbiodinium32174	K20899
Symbiodinium35600	K13448
Symbiodinium34287	K00799
Symbiodinium10904	K07910
Symbiodinium7369	K04421
Symbiodinium16923	K02910
Symbiodinium14927	K01850
Symbiodinium51254	K14326
Symbiodinium61045	K16726
Symbiodinium27651	K03405
Symbiodinium42969	K17278
Symbiodinium56382	K15032
Symbiodinium50717	K25896
Symbiodinium34064	K01358
Symbiodinium74720	K07376
Symbiodinium52580	K24970
Symbiodinium40057	K13111
Symbiodinium57302	K20843
Symbiodinium27544	K04799
Symbiodinium16788	K01223
Symbiodinium50710	K15191
Symbiodinium28128	K03234
Symbiodinium28274	K17508
Symbiodinium40892	K07937
Symbiodinium21108	K10394
Symbiodinium30953	K12734
Symbiodinium58754	K15446
Symbiodinium41275	K04507
Symbiodinium46458	K14998
Symbiodinium54015	K01687
Symbiodinium41348	K20027
Symbiodinium35007	K14993
Symbiodinium827	K16726
Symbiodinium46845	K06070
Symbiodinium9959	K04836
Symbiodinium27873	K07305
Symbiodinium12479	K08292
Symbiodinium49601	K15445
Symbiodinium15128	K12823
Symbiodinium9800	K23802
Symbiodinium29257	K24729
Symbiodinium54556	K15336
Symbiodinium67863	K02991
Symbiodinium28062	K10418
Symbiodinium56642	K20032
Symbiodinium21617	K20098
Symbiodinium31653	K13275
Symbiodinium39416	K14297
Symbiodinium21456	K15276
Symbiodinium34070	K04908
Symbiodinium27353	K02883
Symbiodinium33612	K09580
Symbiodinium24460	K12823
Symbiodinium25170	K05592
Symbiodinium57765	K10380
Symbiodinium15066	K21989
Symbiodinium36995	K05805
Symbiodinium24371	K05543
Symbiodinium31752	K11494
Symbiodinium33790	K10949
Symbiodinium53768	K17816
Symbiodinium50187	K23164
Symbiodinium50245	K03320
Symbiodinium7660	K17278
Symbiodinium6061	K07466
Symbiodinium29191	K01115
Symbiodinium8395	K02471
Symbiodinium45434	K02551
Symbiodinium44852	K11876
Symbiodinium46827	K10661
Symbiodinium53119	K12132
Symbiodinium31765	K15047
Symbiodinium32568	K22182
Symbiodinium30086	K15276
Symbiodinium28252	K03033
Symbiodinium47391	K13755
Symbiodinium14930	K12655
Symbiodinium12160	K14774
Symbiodinium27007	K22763
Symbiodinium9471	K04855
Symbiodinium45068	K14326
Symbiodinium44640	K12385
Symbiodinium8572	K22763
Symbiodinium35878	K14407
Symbiodinium43956	K06693
Symbiodinium33181	K03469
Symbiodinium5081	K10380
Symbiodinium43306	K00121
Symbiodinium41912	K07514
Symbiodinium35296	K13126
Symbiodinium26252	K13412
Symbiodinium37561	K07507
Symbiodinium53212	K07146
Symbiodinium45654	K12132
Symbiodinium37129	K12236
Symbiodinium21484	K14683
Symbiodinium41603	K15448
Symbiodinium18610	K12486
Symbiodinium7471	K20031
Symbiodinium32127	K04688
Symbiodinium47559	K00545
Symbiodinium56338	K18498
Symbiodinium25951	K06180
Symbiodinium52447	K25378
Symbiodinium24961	K00472
Symbiodinium43647	K08734
Symbiodinium37717	K02114
Symbiodinium17459	K19036
Symbiodinium56545	K03691
Symbiodinium18511	K10843
Symbiodinium34859	K13806
Symbiodinium54239	K03686
Symbiodinium7120	K01179
Symbiodinium47631	K01130
Symbiodinium44738	K04955
Symbiodinium44946	K00306
Symbiodinium25219	K17508
Symbiodinium29839	K03039
Symbiodinium57747	K03215
Symbiodinium26459	K02350
Symbiodinium31876	K12198
Symbiodinium7962	K04905
Symbiodinium52098	K15889
Symbiodinium31098	K03809
Symbiodinium36141	K05794
Symbiodinium19775	K26273
Symbiodinium23574	K14074
Symbiodinium17895	K21440
Symbiodinium24350	K25137
Symbiodinium55393	K17917
Symbiodinium45243	K15281
Symbiodinium34474	K24272
Symbiodinium20849	K15288
Symbiodinium34727	K06901
Symbiodinium37814	K10589
Symbiodinium36318	K20899
Symbiodinium12602	K23541
Symbiodinium45217	K13239
Symbiodinium76464	K00208
Symbiodinium35615	K04855
Symbiodinium34349	K23900
Symbiodinium45683	K19041
Symbiodinium56540	K03847
Symbiodinium11121	K06668
Symbiodinium52555	K15634
Symbiodinium34540	K13698
Symbiodinium40827	K03217
Symbiodinium37885	K00460
Symbiodinium103	K10380
Symbiodinium23510	K06178
Symbiodinium33032	K14787
Symbiodinium39405	K03231
Symbiodinium32053	K08516
Symbiodinium17279	K08568
Symbiodinium22884	K00486
Symbiodinium5126	K24553
Symbiodinium63499	K15502
Symbiodinium22820	K15450
Symbiodinium51330	K16726
Symbiodinium60160	K10407
Symbiodinium31893	K14324
Symbiodinium11152	K00326
Symbiodinium50208	K06961
Symbiodinium30133	K09839
Symbiodinium10711	K00434
Symbiodinium37832	K22614
Symbiodinium49864	K12820
Symbiodinium21114	K17616
Symbiodinium27346	K02882
Symbiodinium51316	K08823
Symbiodinium42297	K12960
Symbiodinium46156	K19367
Symbiodinium47975	K14664
Symbiodinium22018	K17428
Symbiodinium36565	K22763
Symbiodinium24008	K01176
Symbiodinium18406	K22614
Symbiodinium23679	K05857
Symbiodinium39320	K03768
Symbiodinium25332	K06180
Symbiodinium38049	K00706
Symbiodinium52014	K04515
Symbiodinium8248	K14802
Symbiodinium16880	K19511
Symbiodinium37004	K09608
Symbiodinium33014	K00116
Symbiodinium9950	K03841
Symbiodinium54680	K01285
Symbiodinium29618	K14387
Symbiodinium42288	K00074
Symbiodinium32482	K06180
Symbiodinium27669	K19755
Symbiodinium30805	K11494
Symbiodinium34579	K03809
Symbiodinium23235	K01379
Symbiodinium9571	K17616
Symbiodinium25969	K05658
Symbiodinium5627	K04371
Symbiodinium50502	K20196
Symbiodinium32104	K06670
Symbiodinium53475	K00059
Symbiodinium51758	K22762
Symbiodinium45697	K14963
Symbiodinium46931	K01490
Symbiodinium21095	K10380
Symbiodinium38666	K09580
Symbiodinium26900	K02641
Symbiodinium21123	K16726
Symbiodinium33630	K00871
Symbiodinium54578	K22745
Symbiodinium51220	K08770
Symbiodinium45135	K16289
Symbiodinium5088	K06911
Symbiodinium39561	K01424
Symbiodinium39635	K05673
Symbiodinium46594	K03292
Symbiodinium13603	K20032
Symbiodinium33869	K11168
Symbiodinium34737	K13127
Symbiodinium35806	K03259
Symbiodinium16205	K12823
Symbiodinium23808	K11703
Symbiodinium5296	K13719
Symbiodinium40395	K13800
Symbiodinium35586	K00819
Symbiodinium36847	K03019
Symbiodinium29142	K01363
Symbiodinium27045	K13525
Symbiodinium31383	K14411
Symbiodinium47666	K19953
Symbiodinium43336	K24427
Symbiodinium22094	K14554
Symbiodinium30670	K05768
Symbiodinium44100	K10601
Symbiodinium52827	K10799
Symbiodinium45832	K14944
Symbiodinium48459	K11969
Symbiodinium39218	K08848
Symbiodinium7897	K09565
Symbiodinium56246	K10380
Symbiodinium13394	K23437
Symbiodinium31273	K13412
Symbiodinium46170	K06639
Symbiodinium44256	K12385
Symbiodinium32037	K12821
Symbiodinium34463	K10581
Symbiodinium10144	K26544
Symbiodinium37300	K09874
Symbiodinium31254	K11858
Symbiodinium43144	K14312
Symbiodinium12300	K06173
Symbiodinium25373	K00476
Symbiodinium51066	K14552
Symbiodinium31868	K12348
Symbiodinium31674	K17545
Symbiodinium41421	K10595
Symbiodinium7990	K03102
Symbiodinium14184	K22207
Symbiodinium50550	K08994
Symbiodinium61386	K21440
Symbiodinium41897	K04955
Symbiodinium47536	K11703
Symbiodinium58410	K16794
Symbiodinium11434	K03648
Symbiodinium26923	K07513
Symbiodinium9101	K04648
Symbiodinium42695	K02427
Symbiodinium49776	K14347
Symbiodinium48255	K07376
Symbiodinium34886	K12373
Symbiodinium38279	K02906
Symbiodinium26942	K00264
Symbiodinium68177	K05692
Symbiodinium17610	K00472
Symbiodinium53557	K14648
Symbiodinium36085	K04905
Symbiodinium51852	K18272
Symbiodinium39011	K04957
Symbiodinium12622	K01338
Symbiodinium32629	K23538
Symbiodinium53366	K07952
Symbiodinium27785	K06207
Symbiodinium27241	K10534
Symbiodinium7365	K13207
Symbiodinium15495	K20242
Symbiodinium29596	K00559
Symbiodinium29832	K20793
Symbiodinium23443	K01950
Symbiodinium37185	K12176
Symbiodinium28116	K25378
Symbiodinium47941	K16726
Symbiodinium52844	K12823
Symbiodinium35047	K15044
Symbiodinium53441	K21440
Symbiodinium26666	K18561
Symbiodinium49679	K12132
Symbiodinium44492	K11869
Symbiodinium7127	K09503
Symbiodinium39196	K15377
Symbiodinium14547	K23424
Symbiodinium36840	K08794
Symbiodinium44480	K20606
Symbiodinium30653	K00326
Symbiodinium50989	K19607
Symbiodinium16784	K10398
Symbiodinium34168	K13761
Symbiodinium28823	K05794
Symbiodinium55581	K16726
Symbiodinium38063	K03769
Symbiodinium37295	K17508
Symbiodinium16984	K18764
Symbiodinium24205	K00681
Symbiodinium30897	K13207
Symbiodinium45862	K17821
Symbiodinium49428	K00901
Symbiodinium21371	K15258
Symbiodinium53462	K09490
Symbiodinium27717	K02971
Symbiodinium23006	K05986
Symbiodinium49336	K05542
Symbiodinium11008	K10380
Symbiodinium44581	K08798
Symbiodinium39150	K04854
Symbiodinium53032	K08997
Symbiodinium19850	K16726
Symbiodinium53976	K05956
Symbiodinium57215	K25166
Symbiodinium28258	K12394
Symbiodinium9493	K23853
Symbiodinium34226	K22369
Symbiodinium51402	K26544
Symbiodinium55189	K01922
Symbiodinium10197	K08796
Symbiodinium30414	K25230
Symbiodinium10636	K20285
Symbiodinium33420	K05857
Symbiodinium721	K10380
Symbiodinium9639	K00710
Symbiodinium41108	K10357
Symbiodinium20819	K14521
Symbiodinium13467	K12119
Symbiodinium33842	K12873
Symbiodinium18212	K19760
Symbiodinium55442	K24139
Symbiodinium24975	K02156
Symbiodinium38475	K24759
Symbiodinium36715	K15889
Symbiodinium26079	K13239
Symbiodinium35443	K08490
Symbiodinium27063	K15503
Symbiodinium26762	K01601
Symbiodinium36039	K01889
Symbiodinium52478	K01194
Symbiodinium32504	K08794
Symbiodinium51637	K15111
Symbiodinium8759	K09518
Symbiodinium13365	K08246
Symbiodinium14846	K09506
Symbiodinium18064	K15224
Symbiodinium33443	K04459
Symbiodinium18904	K23025
Symbiodinium7812	K01379
Symbiodinium28910	K20092
Symbiodinium55094	K21440
Symbiodinium37685	K14216
Symbiodinium40005	K08151
Symbiodinium63451	K16726
Symbiodinium23883	K12850
Symbiodinium33550	K07568
Symbiodinium6883	K04554
Symbiodinium34624	K01278
Symbiodinium48772	K04955
Symbiodinium8216	K15730
Symbiodinium21847	K23330
Symbiodinium44827	K01076
Symbiodinium50987	K05349
Symbiodinium5791	K17839
Symbiodinium45469	K03439
Symbiodinium51987	K11420
Symbiodinium25703	K00771
Symbiodinium28071	K02935
Symbiodinium57584	K19306
Symbiodinium28764	K06637
Symbiodinium40397	K14963
Symbiodinium13313	K14413
Symbiodinium5927	K25162
Symbiodinium44323	K13444
Symbiodinium10632	K00058
Symbiodinium17262	K16726
Symbiodinium33696	K03979
Symbiodinium26651	K08176
Symbiodinium29001	K15013
Symbiodinium46321	K00249
Symbiodinium49316	K04554
Symbiodinium7248	K10380
Symbiodinium32743	K09586
Symbiodinium37461	K12823
Symbiodinium40195	K02492
Symbiodinium32268	K13412
Symbiodinium60581	K16726
Symbiodinium16870	K10144
Symbiodinium47709	K01490
Symbiodinium40040	K00860
Symbiodinium36779	K09649
Symbiodinium41873	K04905
Symbiodinium6870	K22684
Symbiodinium25941	K21440
Symbiodinium43721	K15665
Symbiodinium24436	K00726
Symbiodinium28040	K10420
Symbiodinium54290	K01276
Symbiodinium8498	K01764
Symbiodinium18494	K14786
Symbiodinium44482	K18213
Symbiodinium52045	K10380
Symbiodinium40357	K01969
Symbiodinium56242	K15111
Symbiodinium39621	K22763
Symbiodinium9374	K04958
Symbiodinium17729	K08287
Symbiodinium52581	K24974
Symbiodinium28112	K02541
Symbiodinium54557	K23424
Symbiodinium57644	K10862
Symbiodinium29535	K15013
Symbiodinium29130	K11087
Symbiodinium59565	K00889
Symbiodinium23121	K01886
Symbiodinium47259	K00521
Symbiodinium51282	K08803
Symbiodinium60650	K10258
Symbiodinium53700	K08794
Symbiodinium7189	K10395
Symbiodinium27305	K02941
Symbiodinium33656	K24205
Symbiodinium5673	K15210
Symbiodinium25358	K25792
Symbiodinium12059	K08869
Symbiodinium40204	K10380
Symbiodinium7867	K06269
Symbiodinium44204	K12410
Symbiodinium33087	K02895
Symbiodinium62175	K21440
Symbiodinium27134	K06180
Symbiodinium43559	K11971
Symbiodinium49142	K10903
Symbiodinium12948	K00648
Symbiodinium53423	K24997
Symbiodinium38106	K02183
Symbiodinium718	K22809
Symbiodinium36688	K14457
Symbiodinium45540	K01008
Symbiodinium45659	K21396
Symbiodinium38268	K17916
Symbiodinium31268	K03113
Symbiodinium30976	K01365
Symbiodinium55714	K17839
Symbiodinium45549	K10523
Symbiodinium48669	K07304
Symbiodinium42788	K01307
Symbiodinium35053	K15272
Symbiodinium42046	K14079
Symbiodinium57229	K16726
Symbiodinium32211	K00029
Symbiodinium514	K09527
Symbiodinium18103	K12132
Symbiodinium20572	K16318
Symbiodinium33236	K16582
Symbiodinium9190	K13696
Symbiodinium5626	K06168
Symbiodinium53490	K01613
Symbiodinium39003	K15692
Symbiodinium24137	K15259
Symbiodinium27394	K24070
Symbiodinium57217	K24083
Symbiodinium34298	K24761
Symbiodinium35291	K01735
Symbiodinium30060	K02737
Symbiodinium13679	K06180
Symbiodinium55755	K11425
Symbiodinium41923	K01881
Symbiodinium53836	K14724
Symbiodinium20433	K01974
Symbiodinium37346	K18423
Symbiodinium49341	K20495
Symbiodinium31981	K00362
Symbiodinium41903	K04855
Symbiodinium54314	K03849
Symbiodinium37413	K15986
Symbiodinium21508	K01079
Symbiodinium28983	K18041
Symbiodinium49242	K00059
Symbiodinium32980	K01382
Symbiodinium51289	K14207
Symbiodinium42293	K16748
Symbiodinium14387	K04515
Symbiodinium46105	K03424
Symbiodinium23953	K04855
Symbiodinium56326	K00592
Symbiodinium47924	K06180
Symbiodinium35385	K05656
Symbiodinium30040	K14965
Symbiodinium47849	K03639
Symbiodinium27652	K12898
Symbiodinium32565	K01275
Symbiodinium47604	K14209
Symbiodinium29830	K00434
Symbiodinium10296	K03327
Symbiodinium41460	K01490
Symbiodinium41455	K05656
Symbiodinium28187	K09874
Symbiodinium30964	K00592
Symbiodinium40952	K19329
Symbiodinium33893	K10753
Symbiodinium27412	K02943
Symbiodinium28123	K04097
Symbiodinium9033	K23025
Symbiodinium12289	K00939
Symbiodinium57713	K11804
Symbiodinium31017	K08292
Symbiodinium19952	K02216
Symbiodinium26637	K01915
Symbiodinium12524	K11426
Symbiodinium21204	K21440
Symbiodinium27498	K01802
Symbiodinium6919	K02040
Symbiodinium20614	K16726
Symbiodinium35820	K04954
Symbiodinium31739	K19760
Symbiodinium31554	K07934
Symbiodinium14452	K12842
Symbiodinium16059	K08798
Symbiodinium39992	K00026
Symbiodinium24025	K08857
Symbiodinium36790	K21991
Symbiodinium37818	K10223
Symbiodinium35909	K05673
Symbiodinium22217	K24427
Symbiodinium18386	K03327
Symbiodinium7540	K19709
Symbiodinium58469	K09592
Symbiodinium24101	K07375
Symbiodinium35755	K04855
Symbiodinium49173	K13691
Symbiodinium5728	K01784
Symbiodinium29267	K03526
Symbiodinium33023	K03405
Symbiodinium56235	K22762
Symbiodinium47711	K13412
Symbiodinium40165	K16726
Symbiodinium33256	K00432
Symbiodinium46765	K11323
Symbiodinium32515	K01519
Symbiodinium39845	K20242
